Sno,SICK_id,Premise,Hypothesis,Modifier,Premise/Hypothesis/Both,Part of Premise/Hypothesis Modified,Modifier Type,"Ground Truth 
(Total 7 Entailment Relations but also Includes multiple labels for some premise, hypothesis )","CompressedGT
(FE, RE, Neutral & Contradiction)"
690,212,two bad dogs are playing by a tree,two bad dogs are sleeping by a tree,bad,Both,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
692,212,two dogs are not playing by a tree,two dogs are sleeping by a tree,not,Premise,Verb,Negation,Neutral,Neutral
693,212,two dogs are playing by a tree,two dogs are not sleeping by a tree,not,Hypothesis,Verb,Negation,Neutral,Neutral
694,212,two dogs are not playing by a tree,two dogs are not sleeping by a tree,not,Both,Verb,Negation,Neutral,Neutral
695,212,two dogs are abnormally playing by a tree,two dogs are sleeping by a tree,abnormally,Premise,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
696,212,two dogs are playing by a tree,two dogs are abnormally sleeping by a tree,abnormally,Hypothesis,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
697,212,two dogs are abnormally playing by a tree,two dogs are abnormally sleeping by a tree,abnormally,Both,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
698,212,two dogs are elegantly playing by a tree,two dogs are sleeping by a tree,elegantly,Premise,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
699,212,two dogs are playing by a tree,two dogs are elegantly sleeping by a tree,elegantly,Hypothesis,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
700,212,two dogs are elegantly playing by a tree,two dogs are elegantly sleeping by a tree,elegantly,Both,Verb,Adjectives/Adverbs,Negation|Alternation,Contradiction
701,212,two dogs are always playing by a tree,two dogs are sleeping by a tree,always,Premise,Verb,Universal,Negation|Alternation,Contradiction
702,212,two dogs are playing by a tree,two dogs are always sleeping by a tree,always,Hypothesis,Verb,Universal,Negation|Alternation,Contradiction
703,212,two dogs are always playing by a tree,two dogs are always sleeping by a tree,always,Both,Verb,Universal,Negation|Alternation,Contradiction
704,212,two dogs are never playing by a tree,two dogs are sleeping by a tree,never,Premise,Verb,Universal,Neutral,Neutral
705,212,two dogs are playing by a tree,two dogs are never sleeping by a tree,never,Hypothesis,Verb,Universal,Neutral,Neutral
706,212,two dogs are never playing by a tree,two dogs are never sleeping by a tree,never,Both,Verb,Universal,Neutral,Neutral
708,212,Two dogs are playing by a good tree,"Two dogs are sleeping by a tree
",good,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
709,212,Two dogs are playing by a tree,Two dogs are sleeping by a good tree,good,Hypothesis,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
710,212,Two dogs are playing by a good tree,Two dogs are sleeping by a good tree,good,Both,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
711,212,Two dogs are playing by all but one tree,"Two dogs are sleeping by a tree
",all but one,Premise,Object,Existential,Neutral,Neutral
712,212,Two dogs are playing by a tree,Two dogs are sleeping by all but one tree,all but one,Hypothesis,Object,Existential,Neutral,Neutral
713,212,Two dogs are playing by all but one tree,Two dogs are sleeping by all but one tree,all but one,Both,Object,Existential,Neutral,Neutral
714,212,Two dogs are playing by every tree,"Two dogs are sleeping by a tree
",every,Premise,Object,Universal,Negation|Alternation,Contradiction
715,212,Two dogs are playing by a tree,Two dogs are sleeping by every tree,every,Hypothesis,Object,Universal,Negation|Alternation,Contradiction
716,212,Two dogs are playing by every tree,Two dogs are sleeping by every tree,every,Both,Object,Universal,Negation|Alternation,Contradiction
717,212,Two dogs are playing by a bad tree,"Two dogs are sleeping by a tree
",bad,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
718,212,Two dogs are playing by a tree,Two dogs are sleeping by a bad tree,bad,Hypothesis,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
719,212,Two dogs are playing by a bad tree,Two dogs are sleeping by a bad tree,bad,Both,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
720,212,Two dogs are playing by a green tree,"Two dogs are sleeping by a tree
",green,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
721,212,Two dogs are playing by a tree,Two dogs are sleeping by a green tree,green,Hypothesis,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
722,212,Two dogs are playing by a green tree,Two dogs are sleeping by a green tree,green,Both,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
723,212,Two dogs are playing by a happy tree,"Two dogs are sleeping by a tree
",happy,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
724,212,Two dogs are playing by a tree,Two dogs are sleeping by a happy tree,happy,Hypothesis,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
725,212,Two dogs are playing by a happy tree,Two dogs are sleeping by a happy tree,happy,Both,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
726,212,Two dogs are playing by a an abnormal tree,"Two dogs are sleeping by a tree
",an abnormal,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
727,212,Two dogs are playing by a tree,Two dogs are sleeping by a an abnormal tree,an abnormal,Hypothesis,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
728,212,Two dogs are playing by a an abnormal tree,Two dogs are sleeping by a an abnormal tree,an abnormal,Both,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
729,212,Two dogs are playing by a sad tree,"Two dogs are sleeping by a tree
",sad,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
730,212,Two dogs are playing by a tree,Two dogs are sleeping by a sad tree,sad,Hypothesis,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
731,212,Two dogs are playing by a sad tree,Two dogs are sleeping by a sad tree,sad,Both,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
732,212,Two dogs are playing by no tree,"Two dogs are sleeping by a tree
",no,Premise,Object,Negation,Negation|Alternation,Contradiction
733,212,Two dogs are playing by a tree,Two dogs are sleeping by no tree,no,Hypothesis,Object,Negation,Negation|Alternation,Contradiction
734,212,Two dogs are playing by no tree,Two dogs are sleeping by no tree,no,Both,Object,Negation,Negation|Alternation,Contradiction
735,212,Two dogs are playing by some tree,"Two dogs are sleeping by a tree
",some,Premise,Object,Existential,Negation|Alternation,Contradiction
736,212,Two dogs are playing by a tree,Two dogs are sleeping by some tree,some,Hypothesis,Object,Existential,Negation|Alternation,Contradiction
737,212,Two dogs are playing by some tree,Two dogs are sleeping by some tree,some,Both,Object,Existential,Negation|Alternation,Contradiction
738,212,Two dogs are playing by exactly one tree,"Two dogs are sleeping by a tree
",exactly one,Premise,Object,Existential,Negation|Alternation,Contradiction
739,212,Two dogs are playing by a tree,Two dogs are sleeping by exactly one tree,exactly one,Hypothesis,Object,Existential,Negation|Alternation,Contradiction
740,212,Two dogs are playing by exactly one tree,Two dogs are sleeping by exactly one tree,exactly one,Both,Object,Existential,Negation|Alternation,Contradiction
741,212,Two dogs are playing by a an elegant tree,"Two dogs are sleeping by a tree
",an elegant,Premise,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
742,212,Two dogs are playing by a tree,Two dogs are sleeping by a an elegant tree,an elegant,Hypothesis,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
743,212,Two dogs are playing by a an elegant tree,Two dogs are sleeping by a an elegant tree,an elegant,Both,Object,Adjectives/Adverbs,Negation|Alternation,Contradiction
744,455,two children are hanging on a large branch,two children are climbing a tree,NONE,NONE,NONE,No Modifiers,FE,FE
745,455,every two children are hanging on a large branch,two children are climbing a tree,every,Premise,Subject,Universal,FE,FE
746,455,two children are hanging on a large branch,every two children are climbing a tree,every,Hypothesis,Subject,Universal,Neutral,Neutral
747,455,every two children are hanging on a large branch,every two children are climbing a tree,every,Both,Subject,Universal,FE,FE
748,455,some two children are hanging on a large branch,two children are climbing a tree,some,Premise,Subject,Existential,FE,FE
749,455,two children are hanging on a large branch,some two children are climbing a tree,some,Hypothesis,Subject,Existential,FE,FE
750,455,some two children are hanging on a large branch,some two children are climbing a tree,some,Both,Subject,Existential,FE,FE
751,455,at least two children are hanging on a large branch,two children are climbing a tree,at least,Premise,Subject,Existential,FE,FE
752,455,two children are hanging on a large branch,at least two children are climbing a tree,at least,Hypothesis,Subject,Existential,FE,FE
753,455,at least two children are hanging on a large branch,at least two children are climbing a tree,at least,Both,Subject,Existential,FE,FE
754,455,not every two children are hanging on a large branch,two children are climbing a tree,not every,Premise,Subject,Negation,Neutral,Neutral
755,455,two children are hanging on a large branch,not every two children are climbing a tree,not every,Hypothesis,Subject,Negation,Neutral,Neutral
756,455,not every two children are hanging on a large branch,not every two children are climbing a tree,not every,Both,Subject,Negation,FE,FE
757,455,exactly  two of children are hanging on a large branch,two children are climbing a tree,exactly one,Premise,Subject,Existential,FE,FE
758,455,two children are hanging on a large branch,exactly  two of children are climbing a tree,exactly one,Hypothesis,Subject,Existential,Neutral,Neutral
759,455,exactly  two of children are hanging on a large branch,exactly  two of children are climbing a tree,exactly one,Both,Subject,Existential,FE,FE
760,455,all but  two of children are hanging on a large branch,two children are climbing a tree,all but one,Premise,Subject,Existential,Neutral,Neutral
761,455,two children are hanging on a large branch,all but  two of children are climbing a tree,all but one,Hypothesis,Subject,Existential,Neutral,Neutral
762,455,all but  two of children are hanging on a large branch,all but  two of children are climbing a tree,all but one,Both,Subject,Existential,FE,FE
763,455,everyone of two children are hanging on a large branch,two children are climbing a tree,everyone of,Premise,Subject,Universal,FE,FE
764,455,two children are hanging on a large branch,everyone of two children are climbing a tree,everyone of,Hypothesis,Subject,Universal,Neutral,Neutral
765,455,everyone of two children are hanging on a large branch,everyone of two children are climbing a tree,everyone of,Both,Subject,Universal,FE,FE
766,455,no two children are hanging on a large branch,two children are climbing a tree,no,Premise,Subject,Negation,Neutral,Neutral
767,455,two children are hanging on a large branch,no two children are climbing a tree,no,Hypothesis,Subject,Negation,Negation,Contradiction
768,455,no two children are hanging on a large branch,no two children are climbing a tree,no,Both,Subject,Negation,RE,RE
769,455,two green children are hanging on a large branch,two children are climbing a tree,green,Premise,Subject,Adjectives/Adverbs,FE,FE
770,455,two children are hanging on a large branch,two green children are climbing a tree,green,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
771,455,two green children are hanging on a large branch,two green children are climbing a tree,green,Both,Subject,Adjectives/Adverbs,FE,FE
772,455,two happy children are hanging on a large branch,two children are climbing a tree,happy,Premise,Subject,Adjectives/Adverbs,FE,FE
773,455,two children are hanging on a large branch,two happy children are climbing a tree,happy,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
774,455,two happy children are hanging on a large branch,two happy children are climbing a tree,happy,Both,Subject,Adjectives/Adverbs,FE,FE
775,455,two sad children are hanging on a large branch,two children are climbing a tree,sad,Premise,Subject,Adjectives/Adverbs,FE,FE
776,455,two children are hanging on a large branch,two sad children are climbing a tree,sad,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
777,455,two sad children are hanging on a large branch,two sad children are climbing a tree,sad,Both,Subject,Adjectives/Adverbs,FE,FE
778,455,two good children are hanging on a large branch,two children are climbing a tree,good,Premise,Subject,Adjectives/Adverbs,FE,FE
779,455,two children are hanging on a large branch,two good children are climbing a tree,good,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
780,455,two good children are hanging on a large branch,two good children are climbing a tree,good,Both,Subject,Adjectives/Adverbs,FE,FE
781,455,two bad children are hanging on a large branch,two children are climbing a tree,bad,Premise,Subject,Adjectives/Adverbs,FE,FE
782,455,two children are hanging on a large branch,two bad children are climbing a tree,bad,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
783,455,two bad children are hanging on a large branch,two bad children are climbing a tree,bad,Both,Subject,Adjectives/Adverbs,FE,FE
785,455,two children are not hanging on a large branch,two children are climbing a tree,not,Premise,Verb,Negation,Neutral,Neutral
786,455,two children are hanging on a large branch,two children are not climbing a tree,not,Hypothesis,Verb,Negation,Negation|Alternation,Contradiction
787,455,two children are not hanging on a large branch,two children are not climbing a tree,not,Both,Verb,Negation,Neutral,Neutral
788,455,two children are abnormally hanging on a large branch,two children are climbing a tree,abnormally,Premise,Verb,Adjectives/Adverbs,FE,FE
789,455,two children are hanging on a large branch,two children are abnormally climbing a tree,abnormally,Hypothesis,Verb,Adjectives/Adverbs,Neutral,Neutral
790,455,two children are abnormally hanging on a large branch,two children are abnormally climbing a tree,abnormally,Both,Verb,Adjectives/Adverbs,FE,FE
791,455,two children are elegantly hanging on a large branch,two children are climbing a tree,elegantly,Premise,Verb,Adjectives/Adverbs,Neutral,Neutral
792,455,two children are hanging on a large branch,two children are elegantly climbing a tree,elegantly,Hypothesis,Verb,Adjectives/Adverbs,Neutral,Neutral
793,455,two children are elegantly hanging on a large branch,two children are elegantly climbing a tree,elegantly,Both,Verb,Adjectives/Adverbs,FE,FE
794,455,two children are always hanging on a large branch,two children are climbing a tree,always,Premise,Verb,Universal,Neutral,Neutral
795,455,two children are hanging on a large branch,two children are always climbing a tree,always,Hypothesis,Verb,Universal,Neutral,Neutral
796,455,two children are always hanging on a large branch,two children are always climbing a tree,always,Both,Verb,Universal,FE,FE
797,455,two children are never hanging on a large branch,two children are climbing a tree,never,Premise,Verb,Universal,Neutral,Neutral
798,455,two children are hanging on a large branch,two children are never climbing a tree,never,Hypothesis,Verb,Universal,Negation|Alternation,Contradiction
799,455,two children are never hanging on a large branch,two children are never climbing a tree,never,Both,Verb,Universal,RE,RE
801,455,Two children are hanging on a good large branch,"Two children are climbing a tree
",good,Premise,Object,Adjectives/Adverbs,FE,FE
802,455,Two children are hanging on a large branch,Two children are climbing a good tree,good,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
803,455,Two children are hanging on a good large branch,Two children are climbing a good tree,good,Both,Object,Adjectives/Adverbs,FE,FE
804,455,Two children are hanging on all but one large branch,"Two children are climbing a tree
",all but one,Premise,Object,Existential,FE,FE
805,455,Two children are hanging on a large branch,Two children are climbing all but one tree,all but one,Hypothesis,Object,Existential,Neutral,Neutral
806,455,Two children are hanging on all but one large branch,Two children are climbing all but one tree,all but one,Both,Object,Existential,Neutral,Neutral
807,455,Two children are hanging on every large branch,"Two children are climbing a tree
",every,Premise,Object,Universal,FE,FE
808,455,Two children are hanging on a large branch,Two children are climbing every tree,every,Hypothesis,Object,Universal,Neutral,Neutral
809,455,Two children are hanging on every large branch,Two children are climbing every tree,every,Both,Object,Universal,FE,FE
810,455,Two children are hanging on a bad large branch,"Two children are climbing a tree
",bad,Premise,Object,Adjectives/Adverbs,FE,FE
811,455,Two children are hanging on a large branch,Two children are climbing a bad tree,bad,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
812,455,Two children are hanging on a bad large branch,Two children are climbing a bad tree,bad,Both,Object,Adjectives/Adverbs,Neutral,Neutral
813,455,Two children are hanging on a green large branch,"Two children are climbing a tree
",green,Premise,Object,Adjectives/Adverbs,FE,FE
814,455,Two children are hanging on a large branch,Two children are climbing a green tree,green,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
815,455,Two children are hanging on a green large branch,Two children are climbing a green tree,green,Both,Object,Adjectives/Adverbs,Neutral,Neutral
816,455,Two children are hanging on a happy large branch,"Two children are climbing a tree
",happy,Premise,Object,Adjectives/Adverbs,FE,FE
817,455,Two children are hanging on a large branch,Two children are climbing a happy tree,happy,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
818,455,Two children are hanging on a happy large branch,Two children are climbing a happy tree,happy,Both,Object,Adjectives/Adverbs,Neutral,Neutral
819,455,Two children are hanging on an abnormal large branch,"Two children are climbing a tree
",an abnormal,Premise,Object,Adjectives/Adverbs,FE,FE
820,455,Two children are hanging on a large branch,Two children are climbing a an abnormal tree,an abnormal,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
821,455,Two children are hanging on an abnormal large branch,Two children are climbing a an abnormal tree,an abnormal,Both,Object,Adjectives/Adverbs,Neutral,Neutral
822,455,Two children are hanging on a sad large branch,"Two children are climbing a tree
",sad,Premise,Object,Adjectives/Adverbs,FE,FE
823,455,Two children are hanging on a large branch,Two children are climbing a sad tree,sad,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
824,455,Two children are hanging on a sad large branch,Two children are climbing a sad tree,sad,Both,Object,Adjectives/Adverbs,Neutral,Neutral
825,455,Two children are hanging on no large branch,"Two children are climbing a tree
",no,Premise,Object,Negation,FE,FE
826,455,Two children are hanging on a large branch,Two children are climbing no tree,no,Hypothesis,Object,Negation,Negation|Alternation,Contradiction
827,455,Two children are hanging on no large branch,Two children are climbing no tree,no,Both,Object,Negation,Negation|Alternation,Contradiction
828,455,Two children are hanging on some large branch,"Two children are climbing a tree
",some,Premise,Object,Existential,FE,FE
829,455,Two children are hanging on a large branch,Two children are climbing some tree,some,Hypothesis,Object,Existential,FE,FE
830,455,Two children are hanging on some large branch,Two children are climbing some tree,some,Both,Object,Existential,FE,FE
831,455,Two children are hanging on exactly one large branch,"Two children are climbing a tree
",exactly one,Premise,Object,Existential,FE,FE
832,455,Two children are hanging on a large branch,Two children are climbing exactly one tree,exactly one,Hypothesis,Object,Existential,FE,FE
833,455,Two children are hanging on exactly one large branch,Two children are climbing exactly one tree,exactly one,Both,Object,Existential,FE,FE
834,455,Two children are hanging on an elegant large branch,"Two children are climbing a tree
",an elegant,Premise,Object,Adjectives/Adverbs,FE,FE
835,455,Two children are hanging on a large branch,Two children are climbing a an elegant tree,an elegant,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
836,455,Two children are hanging on an elegant large branch,Two children are climbing a an elegant tree,an elegant,Both,Object,Adjectives/Adverbs,Neutral,Neutral
837,273,a boy is standing in the cold water,a boy is standing in the water,NONE,NONE,NONE,No Modifiers,FE,FE
838,273,every boy is standing in the cold water,a boy is standing in the water,every,Premise,Subject,Universal,FE,FE
840,273,every boy is standing in the cold water,every boy is standing in the water,every,Both,Subject,Universal,FE,FE
841,273,some boy is standing in the cold water,a boy is standing in the water,some,Premise,Subject,Existential,FE,FE
842,273,a boy is standing in the cold water,some boy is standing in the water,some,Hypothesis,Subject,Existential,FE,FE
843,273,some boy is standing in the cold water,some boy is standing in the water,some,Both,Subject,Existential,FE,FE
844,273,at least boy is standing in the cold water,a boy is standing in the water,at least,Premise,Subject,Existential,FE,FE
845,273,a boy is standing in the cold water,at least boy is standing in the water,at least,Hypothesis,Subject,Existential,FE,FE
846,273,at least boy is standing in the cold water,at least boy is standing in the water,at least,Both,Subject,Existential,FE,FE
847,273,not every boy is standing in the cold water,a boy is standing in the water,not every,Premise,Subject,Negation,Neutral,Neutral
848,273,a boy is standing in the cold water,not every boy is standing in the water,not every,Hypothesis,Subject,Negation,Neutral,Neutral
849,273,not every boy is standing in the cold water,not every boy is standing in the water,not every,Both,Subject,Negation,FE,FE
850,273,exactly one boy is standing in the cold water,a boy is standing in the water,exactly one,Premise,Subject,Existential,FE,FE
851,273,a boy is standing in the cold water,exactly one boy is standing in the water,exactly one,Hypothesis,Subject,Existential,Neutral,Neutral
852,273,exactly one boy is standing in the cold water,exactly one boy is standing in the water,exactly one,Both,Subject,Existential,FE,FE
853,273,all but one boy is standing in the cold water,a boy is standing in the water,all but one,Premise,Subject,Existential,Neutral,Neutral
854,273,a boy is standing in the cold water,all but one boy is standing in the water,all but one,Hypothesis,Subject,Existential,Neutral,Neutral
855,273,all but one boy is standing in the cold water,all but one boy is standing in the water,all but one,Both,Subject,Existential,FE,FE
856,273,everyone of boy is standing in the cold water,a boy is standing in the water,everyone of,Premise,Subject,Universal,FE,FE
857,273,a boy is standing in the cold water,everyone of boy is standing in the water,everyone of,Hypothesis,Subject,Universal,Neutral,Neutral
858,273,everyone of boy is standing in the cold water,everyone of boy is standing in the water,everyone of,Both,Subject,Universal,FE,FE
859,273,no boy is standing in the cold water,a boy is standing in the water,no,Premise,Subject,Negation,Negation,Contradiction
860,273,a boy is standing in the cold water,no boy is standing in the water,no,Hypothesis,Subject,Negation,Negation,Contradiction
861,273,no boy is standing in the cold water,no boy is standing in the water,no,Both,Subject,Negation,RE,RE
862,273,green boy is standing in the cold water,a boy is standing in the water,green,Premise,Subject,Adjectives/Adverbs,FE,FE
863,273,a boy is standing in the cold water,green boy is standing in the water,green,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
864,273,green boy is standing in the cold water,green boy is standing in the water,green,Both,Subject,Adjectives/Adverbs,FE,FE
865,273,happy boy is standing in the cold water,a boy is standing in the water,happy,Premise,Subject,Adjectives/Adverbs,FE,FE
866,273,a boy is standing in the cold water,happy boy is standing in the water,happy,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
867,273,happy boy is standing in the cold water,happy boy is standing in the water,happy,Both,Subject,Adjectives/Adverbs,FE,FE
868,273,sad boy is standing in the cold water,a boy is standing in the water,sad,Premise,Subject,Adjectives/Adverbs,FE,FE
869,273,a boy is standing in the cold water,sad boy is standing in the water,sad,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
870,273,sad boy is standing in the cold water,sad boy is standing in the water,sad,Both,Subject,Adjectives/Adverbs,FE,FE
871,273,good boy is standing in the cold water,a boy is standing in the water,good,Premise,Subject,Adjectives/Adverbs,FE,FE
872,273,a boy is standing in the cold water,good boy is standing in the water,good,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
873,273,good boy is standing in the cold water,good boy is standing in the water,good,Both,Subject,Adjectives/Adverbs,FE,FE
874,273,bad boy is standing in the cold water,a boy is standing in the water,bad,Premise,Subject,Adjectives/Adverbs,FE,FE
875,273,a boy is standing in the cold water,bad boy is standing in the water,bad,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
876,273,bad boy is standing in the cold water,bad boy is standing in the water,bad,Both,Subject,Adjectives/Adverbs,FE,FE
878,273,a boy is not standing in the cold water,a boy is standing in the water,not,Premise,Verb,Negation,Neutral,Neutral
879,273,a boy is standing in the cold water,a boy is not standing in the water,not,Hypothesis,Verb,Negation,Alternation,Contradiction
880,273,a boy is not standing in the cold water,a boy is not standing in the water,not,Both,Verb,Negation,RE,RE
881,273,a boy is abnormally standing in the cold water,a boy is standing in the water,abnormally,Premise,Verb,Adjectives/Adverbs,FE,FE
882,273,a boy is standing in the cold water,a boy is abnormally standing in the water,abnormally,Hypothesis,Verb,Adjectives/Adverbs,Neutral,Neutral
883,273,a boy is abnormally standing in the cold water,a boy is abnormally standing in the water,abnormally,Both,Verb,Adjectives/Adverbs,FE,FE
884,273,a boy is elegantly standing in the cold water,a boy is standing in the water,elegantly,Premise,Verb,Adjectives/Adverbs,FE,FE
885,273,a boy is standing in the cold water,a boy is elegantly standing in the water,elegantly,Hypothesis,Verb,Adjectives/Adverbs,Neutral,Neutral
886,273,a boy is elegantly standing in the cold water,a boy is elegantly standing in the water,elegantly,Both,Verb,Adjectives/Adverbs,FE,FE
887,273,a boy is always standing in the cold water,a boy is standing in the water,always,Premise,Verb,Universal,FE,FE
888,273,a boy is standing in the cold water,a boy is always standing in the water,always,Hypothesis,Verb,Universal,Neutral,Neutral
889,273,a boy is always standing in the cold water,a boy is always standing in the water,always,Both,Verb,Universal,FE,FE
890,273,a boy is never standing in the cold water,a boy is standing in the water,never,Premise,Verb,Universal,Neutral,Neutral
891,273,a boy is standing in the cold water,a boy is never standing in the water,never,Hypothesis,Verb,Universal,Negation|Alternation,Contradiction
892,273,a boy is never standing in the cold water,a boy is never standing in the water,never,FE,Verb,Universal,RE,RE
894,273,A boy is standing in the good cold water,"A boy is standing in the water
",good,Premise,Object,Adjectives/Adverbs,FE,FE
895,273,A boy is standing in the cold water,A boy is standing in the good water,good,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
896,273,A boy is standing in the good cold water,A boy is standing in the good water,good,Both,Object,Adjectives/Adverbs,FE,FE
897,273,A boy is standing in all but one cold water,"A boy is standing in the water
",all but one,Premise,Object,Existential,FE,FE
898,273,A boy is standing in the cold water,A boy is standing in all but one water,all but one,Hypothesis,Object,Existential,Neutral,Neutral
899,273,A boy is standing in all but one cold water,A boy is standing in all but one water,all but one,Both,Object,Existential,FE,FE
900,273,A boy is standing in every cold water,"A boy is standing in the water
",every,Premise,Object,Universal,FE,FE
901,273,A boy is standing in the cold water,A boy is standing in every water,every,Hypothesis,Object,Universal,RE,RE
902,273,A boy is standing in every cold water,A boy is standing in every water,every,Both,Object,Universal,RE,RE
903,273,A boy is standing in the bad cold water,"A boy is standing in the water
",bad,Premise,Object,Adjectives/Adverbs,FE,FE
904,273,A boy is standing in the cold water,A boy is standing in the bad water,bad,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
905,273,A boy is standing in the bad cold water,A boy is standing in the bad water,bad,Both,Object,Adjectives/Adverbs,FE,FE
906,273,A boy is standing in the green cold water,"A boy is standing in the water
",green,Premise,Object,Adjectives/Adverbs,FE,FE
907,273,A boy is standing in the cold water,A boy is standing in the green water,green,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
908,273,A boy is standing in the green cold water,A boy is standing in the green water,green,Both,Object,Adjectives/Adverbs,FE,FE
909,273,A boy is standing in the happy cold water,"A boy is standing in the water
",happy,Premise,Object,Adjectives/Adverbs,FE,FE
910,273,A boy is standing in the cold water,A boy is standing in the happy water,happy,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
911,273,A boy is standing in the happy cold water,A boy is standing in the happy water,happy,Both,Object,Adjectives/Adverbs,FE,FE
912,273,A boy is standing in an abnormal cold water,"A boy is standing in the water
",an abnormal,Premise,Object,Adjectives/Adverbs,FE,FE
913,273,A boy is standing in the cold water,A boy is standing in the an abnormal water,an abnormal,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
914,273,A boy is standing in an abnormal cold water,A boy is standing in the an abnormal water,an abnormal,Both,Object,Adjectives/Adverbs,FE,FE
915,273,A boy is standing in the sad cold water,"A boy is standing in the water
",sad,Premise,Object,Adjectives/Adverbs,FE,FE
916,273,A boy is standing in the cold water,A boy is standing in the sad water,sad,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
917,273,A boy is standing in the sad cold water,A boy is standing in the sad water,sad,Both,Object,Adjectives/Adverbs,FE,FE
918,273,A boy is standing in no cold water,"A boy is standing in the water
",no,Premise,Object,Negation,FE,FE
919,273,A boy is standing in the cold water,A boy is standing in no water,no,Hypothesis,Object,Negation,Negation|Alternation,Contradiction
920,273,A boy is standing in no cold water,A boy is standing in no water,no,Both,Object,Negation,RE,RE
921,273,A boy is standing in some cold water,"A boy is standing in the water
",some,Premise,Object,Existential,FE,FE
922,273,A boy is standing in the cold water,A boy is standing in some water,some,Hypothesis,Object,Existential,FE,FE
923,273,A boy is standing in some cold water,A boy is standing in some water,some,Both,Object,Existential,FE,FE
924,273,A boy is standing in exactly one cold water,"A boy is standing in the water
",exactly one,Premise,Object,Existential,FE,FE
925,273,A boy is standing in the cold water,A boy is standing in exactly one water,exactly one,Hypothesis,Object,Existential,FE,FE
926,273,A boy is standing in exactly one cold water,A boy is standing in exactly one water,exactly one,Both,Object,Existential,FE,FE
927,273,A boy is standing in an elegant cold water,"A boy is standing in the water
",an elegant,Premise,Object,Adjectives/Adverbs,FE,FE
928,273,A boy is standing in the cold water,A boy is standing in the an elegant water,an elegant,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
929,273,A boy is standing in an elegant cold water,A boy is standing in the an elegant water,an elegant,Both,Object,Adjectives/Adverbs,FE,FE
930,751,a classroom is full of students,a classroom is empty,NONE,NONE,NONE,No Modifiers,Negation,Contradiction
931,751,every classroom is full of students,a classroom is empty,every,Premise,Subject,Universal,Negation,Contradiction
932,751,a classroom is full of students,every classroom is empty,every,Hypothesis,Subject,Universal,Negation,Contradiction
933,751,every classroom is full of students,every classroom is empty,every,Both,Subject,Universal,Negation,Contradiction
