,SICK_id,Premise,Hypothesis,Modifier,Premise/Hypothesis/Both,Part of Premise/Hypothesis Modified,Ground Truth,GT,Modifier Type,nli-deberta-v3-base,ynie/roberta-large-snli_mnli_fever_anli_R1_R2_R3-nli,pair-classification-decomposable-attention-elmo,CompressedGT
660,212,at least two dogs are playing by a tree,at least two dogs are sleeping by a tree,at least,Both,Subject,Negation|Alternation,Negation,Existential,Contradiction,Contradiction,FE,Contradiction
661,212,not every two dogs are playing by a tree,two dogs are sleeping by a tree,not every,Premise,Subject,Neutral,Neutral,Negation,Contradiction,Neutral,FE,Neutral
662,212,two dogs are playing by a tree,not every two dogs are sleeping by a tree,not every,Hypothesis,Subject,Neutral,Neutral,Negation,Neutral,Neutral,FE,Neutral
663,212,not every two dogs are playing by a tree,not every two dogs are sleeping by a tree,not every,Both,Subject,Neutral,Neutral,Negation,Contradiction,Contradiction,FE,Neutral
667,212,all but  two of dogs are playing by a tree,two dogs are sleeping by a tree,all but one,Premise,Subject,Neutral,Neutral,Existential,Contradiction,Contradiction,FE,Neutral
668,212,two dogs are playing by a tree,all but  two of dogs are sleeping by a tree,all but one,Hypothesis,Subject,Neutral,Neutral,Existential,Contradiction,Contradiction,FE,Neutral
669,212,all but  two of dogs are playing by a tree,all but  two of dogs are sleeping by a tree,all but one,Both,Subject,Neutral,Neutral,Existential,Contradiction,Contradiction,FE,Neutral
670,212,everyone of two dogs are playing by a tree,two dogs are sleeping by a tree,everyone of,Premise,Subject,Negation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
671,212,two dogs are playing by a tree,everyone of two dogs are sleeping by a tree,everyone of,Hypothesis,Subject,Negation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
672,212,everyone of two dogs are playing by a tree,everyone of two dogs are sleeping by a tree,everyone of,Both,Subject,Negation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
673,212,no two dogs are playing by a tree,two dogs are sleeping by a tree,no,Premise,Subject,Neutral,Neutral,Negation,Contradiction,Contradiction,FE,Neutral
674,212,two dogs are playing by a tree,no two dogs are sleeping by a tree,no,Hypothesis,Subject,Neutral,Neutral,Negation,Contradiction,Contradiction,FE,Neutral
675,212,no two dogs are playing by a tree,no two dogs are sleeping by a tree,no,Both,Subject,Neutral,Neutral,Negation,Contradiction,Contradiction,FE,Neutral
676,212,two green dogs are playing by a tree,two dogs are sleeping by a tree,green,Premise,Subject,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
677,212,two dogs are playing by a tree,two green dogs are sleeping by a tree,green,Hypothesis,Subject,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
678,212,two green dogs are playing by a tree,two green dogs are sleeping by a tree,green,Both,Subject,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
679,212,two happy dogs are playing by a tree,two dogs are sleeping by a tree,happy,Premise,Subject,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
680,212,two dogs are playing by a tree,two happy dogs are sleeping by a tree,happy,Hypothesis,Subject,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
681,212,two happy dogs are playing by a tree,two happy dogs are sleeping by a tree,happy,Both,Subject,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
682,212,two sad dogs are playing by a tree,two dogs are sleeping by a tree,sad,Premise,Subject,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
683,212,two dogs are playing by a tree,two sad dogs are sleeping by a tree,sad,Hypothesis,Subject,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
684,212,two sad dogs are playing by a tree,two sad dogs are sleeping by a tree,sad,Both,Subject,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
685,212,two good dogs are playing by a tree,two dogs are sleeping by a tree,good,Premise,Subject,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
686,212,two dogs are playing by a tree,two good dogs are sleeping by a tree,good,Hypothesis,Subject,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
687,212,two good dogs are playing by a tree,two good dogs are sleeping by a tree,good,Both,Subject,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
688,212,two bad dogs are playing by a tree,two dogs are sleeping by a tree,bad,Premise,Subject,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
689,212,two dogs are playing by a tree,two bad dogs are sleeping by a tree,bad,Hypothesis,Subject,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
690,212,two bad dogs are playing by a tree,two bad dogs are sleeping by a tree,bad,Both,Subject,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
692,212,two dogs are not playing by a tree,two dogs are sleeping by a tree,not,Premise,Verb,Neutral,Neutral,Negation,RE,RE,FE,Neutral
693,212,two dogs are playing by a tree,two dogs are not sleeping by a tree,not,Hypothesis,Verb,Neutral,Neutral,Negation,FE,FE,FE,Neutral
694,212,two dogs are not playing by a tree,two dogs are not sleeping by a tree,not,Both,Verb,Neutral,Neutral,Negation,Contradiction,Contradiction,FE,Neutral
695,212,two dogs are abnormally playing by a tree,two dogs are sleeping by a tree,abnormally,Premise,Verb,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
696,212,two dogs are playing by a tree,two dogs are abnormally sleeping by a tree,abnormally,Hypothesis,Verb,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
697,212,two dogs are abnormally playing by a tree,two dogs are abnormally sleeping by a tree,abnormally,Both,Verb,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
698,212,two dogs are elegantly playing by a tree,two dogs are sleeping by a tree,elegantly,Premise,Verb,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
699,212,two dogs are playing by a tree,two dogs are elegantly sleeping by a tree,elegantly,Hypothesis,Verb,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
700,212,two dogs are elegantly playing by a tree,two dogs are elegantly sleeping by a tree,elegantly,Both,Verb,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
701,212,two dogs are always playing by a tree,two dogs are sleeping by a tree,always,Premise,Verb,Negation|Alternation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
702,212,two dogs are playing by a tree,two dogs are always sleeping by a tree,always,Hypothesis,Verb,Negation|Alternation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
703,212,two dogs are always playing by a tree,two dogs are always sleeping by a tree,always,Both,Verb,Negation|Alternation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
704,212,two dogs are never playing by a tree,two dogs are sleeping by a tree,never,Premise,Verb,Neutral,Neutral,Universal,Neutral,Neutral,FE,Neutral
705,212,two dogs are playing by a tree,two dogs are never sleeping by a tree,never,Hypothesis,Verb,Neutral,Neutral,Universal,Neutral,Neutral,FE,Neutral
706,212,two dogs are never playing by a tree,two dogs are never sleeping by a tree,never,Both,Verb,Neutral,Neutral,Universal,Contradiction,Contradiction,FE,Neutral
708,212,Two dogs are playing by a good tree,"Two dogs are sleeping by a tree
",good,Premise,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
709,212,Two dogs are playing by a tree,Two dogs are sleeping by a good tree,good,Hypothesis,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
710,212,Two dogs are playing by a good tree,Two dogs are sleeping by a good tree,good,Both,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
711,212,Two dogs are playing by all but one tree,"Two dogs are sleeping by a tree
",all but one,Premise,Object,Neutral,Neutral,Existential,Contradiction,Contradiction,FE,Neutral
712,212,Two dogs are playing by a tree,Two dogs are sleeping by all but one tree,all but one,Hypothesis,Object,Neutral,Neutral,Existential,Contradiction,Contradiction,FE,Neutral
713,212,Two dogs are playing by all but one tree,Two dogs are sleeping by all but one tree,all but one,Both,Object,Neutral,Neutral,Existential,Contradiction,Contradiction,FE,Neutral
714,212,Two dogs are playing by every tree,"Two dogs are sleeping by a tree
",every,Premise,Object,Negation|Alternation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
715,212,Two dogs are playing by a tree,Two dogs are sleeping by every tree,every,Hypothesis,Object,Negation|Alternation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
716,212,Two dogs are playing by every tree,Two dogs are sleeping by every tree,every,Both,Object,Negation|Alternation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
717,212,Two dogs are playing by a bad tree,"Two dogs are sleeping by a tree
",bad,Premise,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
718,212,Two dogs are playing by a tree,Two dogs are sleeping by a bad tree,bad,Hypothesis,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
719,212,Two dogs are playing by a bad tree,Two dogs are sleeping by a bad tree,bad,Both,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
720,212,Two dogs are playing by a green tree,"Two dogs are sleeping by a tree
",green,Premise,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
721,212,Two dogs are playing by a tree,Two dogs are sleeping by a green tree,green,Hypothesis,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
722,212,Two dogs are playing by a green tree,Two dogs are sleeping by a green tree,green,Both,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
723,212,Two dogs are playing by a happy tree,"Two dogs are sleeping by a tree
",happy,Premise,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
724,212,Two dogs are playing by a tree,Two dogs are sleeping by a happy tree,happy,Hypothesis,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
725,212,Two dogs are playing by a happy tree,Two dogs are sleeping by a happy tree,happy,Both,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
726,212,Two dogs are playing by a an abnormal tree,"Two dogs are sleeping by a tree
",an abnormal,Premise,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
727,212,Two dogs are playing by a tree,Two dogs are sleeping by a an abnormal tree,an abnormal,Hypothesis,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
728,212,Two dogs are playing by a an abnormal tree,Two dogs are sleeping by a an abnormal tree,an abnormal,Both,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
729,212,Two dogs are playing by a sad tree,"Two dogs are sleeping by a tree
",sad,Premise,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
730,212,Two dogs are playing by a tree,Two dogs are sleeping by a sad tree,sad,Hypothesis,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
731,212,Two dogs are playing by a sad tree,Two dogs are sleeping by a sad tree,sad,Both,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
732,212,Two dogs are playing by no tree,"Two dogs are sleeping by a tree
",no,Premise,Object,Negation|Alternation,Negation,Negation,Contradiction,Contradiction,FE,Contradiction
733,212,Two dogs are playing by a tree,Two dogs are sleeping by no tree,no,Hypothesis,Object,Negation|Alternation,Negation,Negation,Contradiction,Contradiction,FE,Contradiction
734,212,Two dogs are playing by no tree,Two dogs are sleeping by no tree,no,Both,Object,Negation|Alternation,Negation,Negation,Contradiction,Contradiction,FE,Contradiction
735,212,Two dogs are playing by some tree,"Two dogs are sleeping by a tree
",some,Premise,Object,Negation|Alternation,Negation,Existential,Contradiction,Contradiction,FE,Contradiction
736,212,Two dogs are playing by a tree,Two dogs are sleeping by some tree,some,Hypothesis,Object,Negation|Alternation,Negation,Existential,Contradiction,Contradiction,FE,Contradiction
737,212,Two dogs are playing by some tree,Two dogs are sleeping by some tree,some,Both,Object,Negation|Alternation,Negation,Existential,Contradiction,Contradiction,FE,Contradiction
738,212,Two dogs are playing by exactly one tree,"Two dogs are sleeping by a tree
",exactly one,Premise,Object,Negation|Alternation,Negation,Existential,Contradiction,Contradiction,FE,Contradiction
739,212,Two dogs are playing by a tree,Two dogs are sleeping by exactly one tree,exactly one,Hypothesis,Object,Negation|Alternation,Negation,Existential,Contradiction,Contradiction,FE,Contradiction
740,212,Two dogs are playing by exactly one tree,Two dogs are sleeping by exactly one tree,exactly one,Both,Object,Negation|Alternation,Negation,Existential,Contradiction,Contradiction,FE,Contradiction
741,212,Two dogs are playing by a an elegant tree,"Two dogs are sleeping by a tree
",an elegant,Premise,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
742,212,Two dogs are playing by a tree,Two dogs are sleeping by a an elegant tree,an elegant,Hypothesis,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
743,212,Two dogs are playing by a an elegant tree,Two dogs are sleeping by a an elegant tree,an elegant,Both,Object,Negation|Alternation,Negation,Adjectives/Adverbs,Contradiction,Contradiction,FE,Contradiction
744,455,two children are hanging on a large branch,two children are climbing a tree,NONE,NONE,NONE,FE,FE,No Modifiers,FE,Neutral,FE,FE
745,455,every two children are hanging on a large branch,two children are climbing a tree,every,Premise,Subject,FE,FE,Universal,FE,Neutral,FE,FE
746,455,two children are hanging on a large branch,every two children are climbing a tree,every,Hypothesis,Subject,Neutral,Neutral,Universal,Neutral,Neutral,FE,Neutral
747,455,every two children are hanging on a large branch,every two children are climbing a tree,every,Both,Subject,FE,FE,Universal,FE,Neutral,FE,FE
748,455,some two children are hanging on a large branch,two children are climbing a tree,some,Premise,Subject,FE,FE,Existential,FE,Neutral,FE,FE
749,455,two children are hanging on a large branch,some two children are climbing a tree,some,Hypothesis,Subject,FE,FE,Existential,Neutral,Neutral,FE,FE
750,455,some two children are hanging on a large branch,some two children are climbing a tree,some,Both,Subject,FE,FE,Existential,FE,Neutral,FE,FE
751,455,at least two children are hanging on a large branch,two children are climbing a tree,at least,Premise,Subject,FE,FE,Existential,FE,Neutral,FE,FE
752,455,two children are hanging on a large branch,at least two children are climbing a tree,at least,Hypothesis,Subject,FE,FE,Existential,FE,Neutral,FE,FE
753,455,at least two children are hanging on a large branch,at least two children are climbing a tree,at least,Both,Subject,FE,FE,Existential,FE,Neutral,FE,FE
754,455,not every two children are hanging on a large branch,two children are climbing a tree,not every,Premise,Subject,Neutral,Neutral,Negation,FE,Neutral,FE,Neutral
755,455,two children are hanging on a large branch,not every two children are climbing a tree,not every,Hypothesis,Subject,Neutral,Neutral,Negation,Neutral,Neutral,FE,Neutral
756,455,not every two children are hanging on a large branch,not every two children are climbing a tree,not every,Both,Subject,FE,FE,Negation,FE,Neutral,FE,FE
757,455,exactly  two of children are hanging on a large branch,two children are climbing a tree,exactly one,Premise,Subject,FE,FE,Existential,FE,Neutral,FE,FE
758,455,two children are hanging on a large branch,exactly  two of children are climbing a tree,exactly one,Hypothesis,Subject,Neutral,Neutral,Existential,FE,Neutral,FE,Neutral
759,455,exactly  two of children are hanging on a large branch,exactly  two of children are climbing a tree,exactly one,Both,Subject,FE,FE,Existential,FE,Neutral,FE,FE
760,455,all but  two of children are hanging on a large branch,two children are climbing a tree,all but one,Premise,Subject,Neutral,Neutral,Existential,Contradiction,Neutral,FE,Neutral
761,455,two children are hanging on a large branch,all but  two of children are climbing a tree,all but one,Hypothesis,Subject,Neutral,Neutral,Existential,Contradiction,Neutral,FE,Neutral
762,455,all but  two of children are hanging on a large branch,all but  two of children are climbing a tree,all but one,Both,Subject,FE,FE,Existential,FE,Neutral,FE,FE
763,455,everyone of two children are hanging on a large branch,two children are climbing a tree,everyone of,Premise,Subject,FE,FE,Universal,FE,Neutral,FE,FE
764,455,two children are hanging on a large branch,everyone of two children are climbing a tree,everyone of,Hypothesis,Subject,Neutral,Neutral,Universal,Contradiction,Neutral,FE,Neutral
765,455,everyone of two children are hanging on a large branch,everyone of two children are climbing a tree,everyone of,Both,Subject,FE,FE,Universal,FE,Neutral,FE,FE
766,455,no two children are hanging on a large branch,two children are climbing a tree,no,Premise,Subject,Neutral,Neutral,Negation,FE,Neutral,FE,Neutral
767,455,two children are hanging on a large branch,no two children are climbing a tree,no,Hypothesis,Subject,Negation,Negation,Negation,Contradiction,Contradiction,FE,Contradiction
768,455,no two children are hanging on a large branch,no two children are climbing a tree,no,Both,Subject,RE,RE,Negation,FE,Neutral,FE,RE
769,455,two green children are hanging on a large branch,two children are climbing a tree,green,Premise,Subject,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
770,455,two children are hanging on a large branch,two green children are climbing a tree,green,Hypothesis,Subject,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
771,455,two green children are hanging on a large branch,two green children are climbing a tree,green,Both,Subject,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
772,455,two happy children are hanging on a large branch,two children are climbing a tree,happy,Premise,Subject,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
773,455,two children are hanging on a large branch,two happy children are climbing a tree,happy,Hypothesis,Subject,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
774,455,two happy children are hanging on a large branch,two happy children are climbing a tree,happy,Both,Subject,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
775,455,two sad children are hanging on a large branch,two children are climbing a tree,sad,Premise,Subject,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
776,455,two children are hanging on a large branch,two sad children are climbing a tree,sad,Hypothesis,Subject,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
777,455,two sad children are hanging on a large branch,two sad children are climbing a tree,sad,Both,Subject,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
778,455,two good children are hanging on a large branch,two children are climbing a tree,good,Premise,Subject,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
779,455,two children are hanging on a large branch,two good children are climbing a tree,good,Hypothesis,Subject,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
780,455,two good children are hanging on a large branch,two good children are climbing a tree,good,Both,Subject,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
781,455,two bad children are hanging on a large branch,two children are climbing a tree,bad,Premise,Subject,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
782,455,two children are hanging on a large branch,two bad children are climbing a tree,bad,Hypothesis,Subject,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
783,455,two bad children are hanging on a large branch,two bad children are climbing a tree,bad,Both,Subject,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
785,455,two children are not hanging on a large branch,two children are climbing a tree,not,Premise,Verb,Neutral,Neutral,Negation,RE,Neutral,FE,Neutral
786,455,two children are hanging on a large branch,two children are not climbing a tree,not,Hypothesis,Verb,Negation|Alternation,Negation,Negation,Contradiction,FE,FE,Contradiction
787,455,two children are not hanging on a large branch,two children are not climbing a tree,not,Both,Verb,Neutral,Neutral,Negation,FE,FE,FE,Neutral
788,455,two children are abnormally hanging on a large branch,two children are climbing a tree,abnormally,Premise,Verb,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
789,455,two children are hanging on a large branch,two children are abnormally climbing a tree,abnormally,Hypothesis,Verb,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
790,455,two children are abnormally hanging on a large branch,two children are abnormally climbing a tree,abnormally,Both,Verb,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
791,455,two children are elegantly hanging on a large branch,two children are climbing a tree,elegantly,Premise,Verb,Neutral,Neutral,Adjectives/Adverbs,FE,Neutral,FE,Neutral
792,455,two children are hanging on a large branch,two children are elegantly climbing a tree,elegantly,Hypothesis,Verb,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
793,455,two children are elegantly hanging on a large branch,two children are elegantly climbing a tree,elegantly,Both,Verb,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
794,455,two children are always hanging on a large branch,two children are climbing a tree,always,Premise,Verb,Neutral,Neutral,Universal,FE,Neutral,FE,Neutral
795,455,two children are hanging on a large branch,two children are always climbing a tree,always,Hypothesis,Verb,Neutral,Neutral,Universal,Neutral,Neutral,FE,Neutral
796,455,two children are always hanging on a large branch,two children are always climbing a tree,always,Both,Verb,FE,FE,Universal,FE,Neutral,FE,FE
797,455,two children are never hanging on a large branch,two children are climbing a tree,never,Premise,Verb,Neutral,Neutral,Universal,Contradiction,Neutral,FE,Neutral
798,455,two children are hanging on a large branch,two children are never climbing a tree,never,Hypothesis,Verb,Negation|Alternation,Negation,Universal,Contradiction,Contradiction,FE,Contradiction
799,455,two children are never hanging on a large branch,two children are never climbing a tree,never,Both,Verb,RE,RE,Universal,FE,FE,FE,RE
801,455,Two children are hanging on a good large branch,"Two children are climbing a tree
",good,Premise,Object,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
802,455,Two children are hanging on a large branch,Two children are climbing a good tree,good,Hypothesis,Object,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
803,455,Two children are hanging on a good large branch,Two children are climbing a good tree,good,Both,Object,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
804,455,Two children are hanging on all but one large branch,"Two children are climbing a tree
",all but one,Premise,Object,FE,FE,Existential,FE,Neutral,FE,FE
805,455,Two children are hanging on a large branch,Two children are climbing all but one tree,all but one,Hypothesis,Object,Neutral,Neutral,Existential,Contradiction,Neutral,FE,Neutral
806,455,Two children are hanging on all but one large branch,Two children are climbing all but one tree,all but one,Both,Object,Neutral,Neutral,Existential,FE,Neutral,FE,Neutral
807,455,Two children are hanging on every large branch,"Two children are climbing a tree
",every,Premise,Object,FE,FE,Universal,FE,Neutral,FE,FE
808,455,Two children are hanging on a large branch,Two children are climbing every tree,every,Hypothesis,Object,Neutral,Neutral,Universal,Neutral,Neutral,FE,Neutral
809,455,Two children are hanging on every large branch,Two children are climbing every tree,every,Both,Object,FE,FE,Universal,FE,Neutral,FE,FE
810,455,Two children are hanging on a bad large branch,"Two children are climbing a tree
",bad,Premise,Object,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
811,455,Two children are hanging on a large branch,Two children are climbing a bad tree,bad,Hypothesis,Object,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
812,455,Two children are hanging on a bad large branch,Two children are climbing a bad tree,bad,Both,Object,Neutral,Neutral,Adjectives/Adverbs,FE,Neutral,FE,Neutral
813,455,Two children are hanging on a green large branch,"Two children are climbing a tree
",green,Premise,Object,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
814,455,Two children are hanging on a large branch,Two children are climbing a green tree,green,Hypothesis,Object,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
815,455,Two children are hanging on a green large branch,Two children are climbing a green tree,green,Both,Object,Neutral,Neutral,Adjectives/Adverbs,FE,Neutral,FE,Neutral
816,455,Two children are hanging on a happy large branch,"Two children are climbing a tree
",happy,Premise,Object,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
817,455,Two children are hanging on a large branch,Two children are climbing a happy tree,happy,Hypothesis,Object,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
818,455,Two children are hanging on a happy large branch,Two children are climbing a happy tree,happy,Both,Object,Neutral,Neutral,Adjectives/Adverbs,FE,Neutral,FE,Neutral
819,455,Two children are hanging on an abnormal large branch,"Two children are climbing a tree
",an abnormal,Premise,Object,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
820,455,Two children are hanging on a large branch,Two children are climbing a an abnormal tree,an abnormal,Hypothesis,Object,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
821,455,Two children are hanging on an abnormal large branch,Two children are climbing a an abnormal tree,an abnormal,Both,Object,Neutral,Neutral,Adjectives/Adverbs,FE,Neutral,FE,Neutral
822,455,Two children are hanging on a sad large branch,"Two children are climbing a tree
",sad,Premise,Object,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
823,455,Two children are hanging on a large branch,Two children are climbing a sad tree,sad,Hypothesis,Object,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
824,455,Two children are hanging on a sad large branch,Two children are climbing a sad tree,sad,Both,Object,Neutral,Neutral,Adjectives/Adverbs,FE,Neutral,FE,Neutral
825,455,Two children are hanging on no large branch,"Two children are climbing a tree
",no,Premise,Object,FE,FE,Negation,RE,Neutral,FE,FE
826,455,Two children are hanging on a large branch,Two children are climbing no tree,no,Hypothesis,Object,Negation|Alternation,Negation,Negation,Contradiction,Contradiction,FE,Contradiction
827,455,Two children are hanging on no large branch,Two children are climbing no tree,no,Both,Object,Negation|Alternation,Negation,Negation,FE,Neutral,FE,Contradiction
828,455,Two children are hanging on some large branch,"Two children are climbing a tree
",some,Premise,Object,FE,FE,Existential,Neutral,Neutral,FE,FE
829,455,Two children are hanging on a large branch,Two children are climbing some tree,some,Hypothesis,Object,FE,FE,Existential,Neutral,Neutral,FE,FE
830,455,Two children are hanging on some large branch,Two children are climbing some tree,some,Both,Object,FE,FE,Existential,FE,Neutral,FE,FE
831,455,Two children are hanging on exactly one large branch,"Two children are climbing a tree
",exactly one,Premise,Object,FE,FE,Existential,FE,Neutral,FE,FE
832,455,Two children are hanging on a large branch,Two children are climbing exactly one tree,exactly one,Hypothesis,Object,FE,FE,Existential,Neutral,Neutral,FE,FE
833,455,Two children are hanging on exactly one large branch,Two children are climbing exactly one tree,exactly one,Both,Object,FE,FE,Existential,FE,Neutral,FE,FE
834,455,Two children are hanging on an elegant large branch,"Two children are climbing a tree
",an elegant,Premise,Object,FE,FE,Adjectives/Adverbs,FE,Neutral,FE,FE
835,455,Two children are hanging on a large branch,Two children are climbing a an elegant tree,an elegant,Hypothesis,Object,Neutral,Neutral,Adjectives/Adverbs,Neutral,Neutral,FE,Neutral
836,455,Two children are hanging on an elegant large branch,Two children are climbing a an elegant tree,an elegant,Both,Object,Neutral,Neutral,Adjectives/Adverbs,FE,Neutral,FE,Neutral
837,273,a boy is standing in the cold water,a boy is standing in the water,NONE,NONE,NONE,FE,FE,No Modifiers,FE,FE,FE,FE
838,273,every boy is standing in the cold water,a boy is standing in the water,every,Premise,Subject,FE,FE,Universal,FE,FE,FE,FE
840,273,every boy is standing in the cold water,every boy is standing in the water,every,Both,Subject,FE,FE,Universal,FE,FE,FE,FE
841,273,some boy is standing in the cold water,a boy is standing in the water,some,Premise,Subject,FE,FE,Existential,FE,FE,FE,FE
842,273,a boy is standing in the cold water,some boy is standing in the water,some,Hypothesis,Subject,FE,FE,Existential,Neutral,Neutral,FE,FE
843,273,some boy is standing in the cold water,some boy is standing in the water,some,Both,Subject,FE,FE,Existential,FE,FE,FE,FE
844,273,at least boy is standing in the cold water,a boy is standing in the water,at least,Premise,Subject,FE,FE,Existential,FE,FE,FE,FE
