12-292	tuna eat fish . Sardines are fish	a plant would likeliest eat a sardine.	a tree would likeliest eat a sardine.	a canary would likeliest eat a sardine.	a tunafish would likeliest eat a sardine.	3
12-293	polar bears live in cold environments . colder climates are closer to the poles	A polar bear would enjoy living in in a small cage	A polar bear would enjoy living in in a reef in the ocean	A polar bear would enjoy living in in a tropical environment	A polar bear would enjoy living in much closer to one of the earth's poles than to the equator	3
12-294	the arctic environment is covered in snow . the arctic has snow year round	If you wanted to see snow year round you would go to the new zealand	If you wanted to see snow year round you would go to the arctic	If you wanted to see snow year round you would go to the hawaii	If you wanted to see snow year round you would go to the beach	1
12-295	the surface of the Moon contains mountains . the moon has lower gravity	You could most likely jump to the top of a mountain near the equator.	You could most likely jump to the top of a mountain on the moon.	You could most likely jump to the top of a mountain near the sea.	You could most likely jump to the top of a mountain in a laboratory.	1
12-296	a plant requires photosynthesis to grow . local flora is an areas plants	sunlight requires photosynthesis to grow.	local flora requires photosynthesis to grow.	power plants requires photosynthesis to grow.	plant toys requires photosynthesis to grow.	1
12-297	eating food that contains pesticides can have a negative impact on humans . pesticides on plant can be a problem without directly eating them	In order for crops to grow food safely pesticides are used on them. When it floods, this can cause Corn to be poisonous.	In order for crops to grow food safely pesticides are used on them. When it floods, this can cause air to be poisonous.	In order for crops to grow food safely pesticides are used on them. When it floods, this can cause Runoff to be poisonous.	In order for crops to grow food safely pesticides are used on them. When it floods, this can cause farmers to be poisonous.	2
12-298	when an electrical circuit is working properly , electrical current runs through the wires in that circuit . Dimming light bulbs are an example of an electrical circuit.	An example of an electrical circuit running properly would be dimming lights	An example of an electrical circuit running properly would be swimming in pools	An example of an electrical circuit running properly would be running outside	An example of an electrical circuit running properly would be riding bikes	0
12-299	An example of camouflage is when something has the same color as its environment . Some caterpillars use camouflage to look like poop	Some caterpillars use camouflage to look like Anger	Some caterpillars use camouflage to look like poop	Some caterpillars use camouflage to look like love	Some caterpillars use camouflage to look like Sarcastic	1
12-300	a battery is a source of electrical energy . cells are batteries	a hard wood chip would be needed to power up a torch light.	a set of AAA cells would be needed to power up a torch light.	a metal iron rod would be needed to power up a torch light.	a sachet of water would be needed to power up a torch light.	1
12-301	performing lab expiriments accurately requires understanding all directions beforehand . to understand is to comprehend	To get a lab experiment right you need to use all dirty equipment	To get a lab experiment right you need to fully comprehend the instructions before starting	To get a lab experiment right you need to do the opposite of what you're supposed to do	To get a lab experiment right you need to instead of measuring things, make guesses	1
12-302	high means great in altitude . the apex has an elevation greater than 35,000 ft	If one where to get high at Mt. Everest it would mean they are arriving at airport	If one where to get high at Mt. Everest it would mean they are waiting for cabs	If one where to get high at Mt. Everest it would mean they are at the bottom	If one where to get high at Mt. Everest it would mean they are at the apex	3
12-303	the number of rings in a tree trunk can be used to estimate the age of the tree . looking in a tree is how you can tell age	If a tree is being discussed and those talking want to know its age, they will think about it	If a tree is being discussed and those talking want to know its age, they will bury it	If a tree is being discussed and those talking want to know its age, they will look at leaves	If a tree is being discussed and those talking want to know its age, they will look inside it	3
12-304	force causes the speed of an object to increase . rocket boosts produce a great deal of force	Igniting the shuttles boosters causes it to explode	Igniting the shuttles boosters causes it to stop midair	Igniting the shuttles boosters causes it to accelerate	Igniting the shuttles boosters causes it to decelerate	2
12-305	the Earth contains many ecosystems . environments are ecosystems	Our planet has multiple moons	Our planet has multiple suns	Our planet has multiple orbits	Our planet has multiple environments	3
12-306	nerves can be used to feel heat and pressure on the skin . nerves alert the body to pain	If your hand is being burned on a stove you will feel cool	If your hand is being burned on a stove you will be chilled	If your hand is being burned on a stove your nervousness will disappear	If your hand is being burned on a stove your nerves will make you aware	3
12-308	An example of protecting the environment is creating protected areas . blocking in can be with fencing	A person protecting the environment they have control over will most likely block in their yard	A person protecting the environment they have control over will most likely salt their whole yard	A person protecting the environment they have control over will most likely burn trash in their yard	A person protecting the environment they have control over will most likely flood their whole yard	0
12-309	chlorophyll is used for absorbing light energy by plants . the closest star provides light energy	Plants use chlorophyll to get rid of waste	Plants use chlorophyll to absorb energy that the closest star provides	Plants use chlorophyll to keep warm from thermal energy	Plants use chlorophyll to absorb light colored food from the soil	1
12-310	usually plants store the food they produce for future use . plants use chlorophyll to make energy from sunlight	Plants use it right away after they use their chlorophyll to make energy from sunlight.	Plants sell it to someone after they use their chlorophyll to make energy from sunlight.	Plants save it for future use after they use their chlorophyll to make energy from sunlight.	Plants give it to a friend after they use their chlorophyll to make energy from sunlight.	2
12-311	An example of migration is birds flying south in the winter . north dakota to texas is a north to south movement	Migration is when animals travel from the northern state such as north dakota to Texas during lake fronts.	Migration is when animals travel from the northern state such as north dakota to Texas during birds.	Migration is when animals travel from the northern state such as north dakota to Texas during spring.	Migration is when animals travel from the northern state such as north dakota to Texas during winter.	3
12-312	condensing causes a liquid to form . condensed liquid can form on a cold beverage	The best example of condensation is cats lick their fur.	The best example of condensation is headphones fall into a puddle.	The best example of condensation is hail falls from the sky.	The best example of condensation is water forms on a frosty beverage.	3
12-313	the Earth absorbs more energy than it loses . The Earth's energy creates a magnetic field.	The Earth's energy creates Happiness	The Earth's energy creates Love	The Earth's energy creates Anger	The Earth's energy creates a magnetic creation	3
12-316	reproduction occurs during adulthood . aged enough to reproduce is adulthood	If a thing is procreating, then it is under age	If a thing is procreating, then it is too old	If a thing is procreating, then it is young	If a thing is procreating, then it is aged enough	3
12-317	seconds are used to measure time . mars is far	It would most likely take 4000000000000000000000 seconds to get to Mars.	It would most likely take 40 seconds to get to Mars.	It would most likely take 400 seconds to get to Mars.	It would most likely take 4 seconds to get to Mars.	0
12-318	fruit contains seeds . meat does not have seeds	A kumquat is more likely than a steak to have fluid	A kumquat is more likely than a steak to have seeds	A kumquat is more likely than a steak to have fibers	A kumquat is more likely than a steak to have skin	1
12-319	a rocket engine is used to produce thrust by pushing gases out at a high speed . thrust can work outside of atmosphere	If an entity in intergalactic space has thrust placed upon it, the expected result is it will start moving with acceleration.	If an entity in intergalactic space has thrust placed upon it, the expected result is it will make a loud noise.	If an entity in intergalactic space has thrust placed upon it, the expected result is spontaneously teleport a light year away.	If an entity in intergalactic space has thrust placed upon it, the expected result is remain in the same location.	0
12-320	having food has a positive impact on an organism 's health . critters are organisms	Having food has a positive impact on the health of organism charts.	Having food has a positive impact on the health of water.	Having food has a positive impact on the health of sunlight.	Having food has a positive impact on the health of critters.	3
12-321	if a tree is located near a sidewalk then the roots of that tree might crack the sidewalk . Pine can grow through concrete.	The cracks in a sidewalk could be caused by black holes	The cracks in a sidewalk could be caused by Pine	The cracks in a sidewalk could be caused by time travel	The cracks in a sidewalk could be caused by emotions	1
12-323	a greenhouse is used to protect plants by keeping them warm . glass buildings are greenhouses	If plants are chilled in evening air put them in a fire pit	If plants are chilled in evening air put them in a glass pile	If plants are chilled in evening air put them in an igloo	If plants are chilled in evening air put them in a glass building	3
12-324	if one mineral can scratch another mineral then that other mineral is softer than that one mineral . Play-Doh is softer than diamond	Following relationships true is Play-Doh can scratch diamond, therefore it is softer.	Following relationships true is Diamond can scratch Play-Doh, therefore Play-Doh is harder.	Following relationships true is Diamond can scratch Play-Doh, therefore diamond is harder.	Following relationships true is Play-Doh can scratch diamond, therefore it is harder.	2
12-325	if an animal takes a resource from another animal then that animal competes for resources successfully . sharks and orcas compete for resources	Competition is a giraffe eats the highest leaves.	Competition is a bear takes a salmon from the stream.	Competition is a shark eats a tuna that an orca was hunting.	Competition is a slug eats a blade of grass.	2
12-328	camouflage is used for hiding by animals against predators . merging with background is a way to camouflage	If a bird is avoiding detection by a cat simply by sitting still, it probably is also utilizing eruptions	If a bird is avoiding detection by a cat simply by sitting still, it probably is also utilizing merging with background	If a bird is avoiding detection by a cat simply by sitting still, it probably is also utilizing flames	If a bird is avoiding detection by a cat simply by sitting still, it probably is also utilizing blending paint	1
12-329	if an object is blue then that object reflects only blue light . sunbeam is light	A reflector is used to reflect light edibles	A reflector is used to reflect dirt	A reflector is used to reflect solar heat	A reflector is used to reflect sunbeams	3
12-330	as the available water in an environment increases , the populations of organisms in that environment will increase . to propagate is to breed in order to increase numbers	If a lake begins to overflow after swelling from a storm, species within that water source likely propagate	If a lake begins to overflow after swelling from a storm, species within that water source likely stagnate	If a lake begins to overflow after swelling from a storm, species within that water source likely crash	If a lake begins to overflow after swelling from a storm, species within that water source likely stall	0
12-331	some lizards live in desert habitats . deserts lack water and have many insects	it can eat bugs and withstand very cold weather following would best describe why a lizard would live in a desert.	it can eat fish and withstand very cold weather following would best describe why a lizard would live in a desert.	it can eat bugs and withstand very hot weather following would best describe why a lizard would live in a desert.	it can eat fish and withstand very cold weather following would best describe why a lizard would live in a desert.	2
12-332	riding a bike does not cause pollution . bikes are pedaled when ridden	If pollution is caused by many things, it is least likely to be caused by using styrofoam	If pollution is caused by many things, it is least likely to be caused by pedaling forward	If pollution is caused by many things, it is least likely to be caused by driving cars	If pollution is caused by many things, it is least likely to be caused by smoking cigarettes	1
12-333	coral lives in the ocean . clams live in oceans	Marine invertebrates are likely to be discovered in rushing streams	Marine invertebrates are likely to be discovered in backyard ponds	Marine invertebrates are likely to be discovered in clam filled waters	Marine invertebrates are likely to be discovered in local pools	2
12-334	a plant requires sunlight to grow . a plant light can produce sunlight type of lighting	Comfort them purpose does a plant light serve.	replicate sunlight purpose does a plant light serve.	Protect from bugs purpose does a plant light serve.	Keep plants warm purpose does a plant light serve.	1
12-335	the moon is the celestial object that is closest to the Earth . three per season	The moon makes twelve revolutions around the Earth during spring.	The moon makes three revolutions around the Earth during spring.	The moon makes one revolutions around the Earth during spring.	The moon makes six revolutions around the Earth during spring.	1
12-336	decomposer is a kind of role in an ecosystem . the environment is our ecosystem	Decomposer is a kind of role in our environment	Decomposer is a kind of role in our play	Decomposer is a kind of role in our home	Decomposer is a kind of role in our army	0
12-337	an animal knows how to do instinctive behaviors when it is born . a badger is an animal	A badger is birthed with behaviors that are learned	A badger is birthed with behaviors that are found	A badger is birthed with behaviors that are intuitive	A badger is birthed with behaviors that are useless	2
12-338	remora fish eat food by attaching themselves to sharks and eating the food left behind . remora and sharks are symbiotic	Small fish can be safe swarming dangerous sharks when they are hungry	Small fish can be safe swarming dangerous sharks when they are symbiotic	Small fish can be safe swarming dangerous sharks when they are starving	Small fish can be safe swarming dangerous sharks when they are delicious	1
12-339	Earth 's magnetic patterns are used for finding locations by animals that migrate . magnetic poles on earth helps direct humans also	A ship navigates with a magnetic compass because it is predictable	A ship navigates with a magnetic compass because it is unpredictable	A ship navigates with a magnetic compass because it is waterproof	A ship navigates with a magnetic compass because it is tradition	0
12-340	plant requires seed dispersal for reproduction . poop is a means of seed transport and dispersal	sweat substances likely contains plant seeds.	poop substances likely contains plant seeds.	urine substances likely contains plant seeds.	blood substances likely contains plant seeds.	1
12-341	cooking food to proper temperatures protects against food poisoning by killing bacteria and viruses . extreme likelihood is a high chance	If a pork chop is underdone, the likelihood of illness spreading to consumers of it is low	If a pork chop is underdone, the likelihood of illness spreading to consumers of it is nil	If a pork chop is underdone, the likelihood of illness spreading to consumers of it is extreme	If a pork chop is underdone, the likelihood of illness spreading to consumers of it is zero	2
12-342	an organism requires energy for growth . nutriment provides energy	If a thing is going to be able to expand, it will require nutriment	If a thing is going to be able to expand, it will require pipes	If a thing is going to be able to expand, it will require flounder	If a thing is going to be able to expand, it will require conversation	0
12-344	runoff is when cropland water enters bodies of water . field fluid is cropland water	If a beach is below a farm it can make swimmers ill if people go to the movies	If a beach is below a farm it can make swimmers ill if field fluid drips down	If a beach is below a farm it can make swimmers ill if humans enjoy eating meat	If a beach is below a farm it can make swimmers ill if some cattle eat cheese	1
12-345	mice live in in holes in the ground in fields . mice have round ears	An animal that often lives in holes in the ground in fields has long curly hair	An animal that often lives in holes in the ground in fields has round ears	An animal that often lives in holes in the ground in fields has four wings	An animal that often lives in holes in the ground in fields has rainbow stripes	1
12-346	vibrating matter can produce sound . violas make sound	soda cans relies on vibrating matter to work.	dog food relies on vibrating matter to work.	baseball caps relies on vibrating matter to work.	violas relies on vibrating matter to work.	3
12-348	An example of a chemical change is acid breaking down substances . lactic acid curling milk to create yogurt is a chemical change	An example of a chemical change is milk to yogurt	An example of a chemical change is mixing marbles	An example of a chemical change is my chemical romance	An example of a chemical change is shredding paper	0
12-350	a beach ball contains gas . gas is used to inflate balls	If a beach ball explodes, would be given off a flock of geese.	If a beach ball explodes, would be given off a ton of sand.	If a beach ball explodes, would be given off a release of air.	If a beach ball explodes, would be given off a release of doves.	2
12-351	a computer controls a robot . a computer requires electricity to run	electricity is essential for a robot to possess to walk up a flight of stairs.	skittles is essential for a robot to possess to walk up a flight of stairs.	ethics is essential for a robot to possess to walk up a flight of stairs.	lava is essential for a robot to possess to walk up a flight of stairs.	0
12-352	if a living thing dies then that living thing is dead . things that stopped breathing are dead	If you find an animal that isnt breathing, it is safe to assume that thing watched TV	If you find an animal that isnt breathing, it is safe to assume that thing cried	If you find an animal that isnt breathing, it is safe to assume that thing perished	If you find an animal that isnt breathing, it is safe to assume that thing laughed	2
12-353	the moon 's surface contains highlands . The moon has dead volcanoes.	The moon has Narwhales	The moon has Fairies	The moon has dead volcanoes	The moon has Unicorns	2
12-354	pushing on the pedals of a bike cause that bike to move . foot levers are used to pedal bicycles	Actress and goddess Jessica Alba wishes to help the environment by riding a bicycle. Dressed in a tantalizingly suggestive outfit, she propels herself by dark angel wings	Actress and goddess Jessica Alba wishes to help the environment by riding a bicycle. Dressed in a tantalizingly suggestive outfit, she propels herself by burning rocket fuel	Actress and goddess Jessica Alba wishes to help the environment by riding a bicycle. Dressed in a tantalizingly suggestive outfit, she propels herself by using paparazzi cameras	Actress and goddess Jessica Alba wishes to help the environment by riding a bicycle. Dressed in a tantalizingly suggestive outfit, she propels herself by using foot levers	3
12-355	a new season occurs once per three months . twelve weeks is three months	A boy hates summer with a burning passion, so luckily the longest he should ever have to endure the season is twelve weeks	A boy hates summer with a burning passion, so luckily the longest he should ever have to endure the season is three years	A boy hates summer with a burning passion, so luckily the longest he should ever have to endure the season is nine months	A boy hates summer with a burning passion, so luckily the longest he should ever have to endure the season is two days	0
12-356	producer is a kind of role in the food chain process . a bush's role is that of a producer	If a bird is pecking at a bush for food, the bush can also eat if munches on some berries	If a bird is pecking at a bush for food, the bush can also eat if it fulfills its role	If a bird is pecking at a bush for food, the bush can also eat if orders something it likes	If a bird is pecking at a bush for food, the bush can also eat if kills a small deer	1
12-357	plant cells can perform photosynthesis . buttercups are plants	Buttercups can produce their own nutrients	Buttercups can produce grow in space	Buttercups can produce ride horses	Buttercups can produce enter singing competitions	0
12-359	as the size of a flower increases , the number of pollinators it will attract increases . Bigger flowers have more nectar	Big flowers have more nectar than small flowers do. Because of this, space cadet will get the most bees.	Big flowers have more nectar than small flowers do. Because of this, smaller ones will get the most bees.	Big flowers have more nectar than small flowers do. Because of this, bigger ones will get the most bees.	Big flowers have more nectar than small flowers do. Because of this, dead ones will get the most bees.	2
12-361	a phase change is when matter changes from one state into another state . condensation is a phase change	A reflective surface fogging up is reflection	A reflective surface fogging up is refraction	A reflective surface fogging up is evaporation	A reflective surface fogging up is condensation	3
12-363	all animals breathe . O2 is oxygen	Inhaling O2 is a requirement of all buried animals	Inhaling O2 is a requirement of all living animals	Inhaling O2 is a requirement of all stuffed animals	Inhaling O2 is a requirement of all rocks	1
12-364	An example of combining two substances is pouring one substance into the other substance . coffee and cream mix well	If substances are combined by pouring them together, they'll mix, such as salt and oyster crackers	If substances are combined by pouring them together, they'll mix, such as lettuce and roma tomato	If substances are combined by pouring them together, they'll mix, such as coffee and hazelnut cream	If substances are combined by pouring them together, they'll mix, such as whole milk and cheese	2
12-365	a pulley is used to lift a flag on a flagpole . a pulley uses pulling to move things	If a flag is adjusted at great heights something is pulled	If a flag is adjusted at great heights something is ravaged	If a flag is adjusted at great heights something is burned	If a flag is adjusted at great heights something is gold	0
12-366	beads of water are formed by water vapor condensing . water condenses on cold soda cans	You would point to the beads on a cold root beer can as an example of condensation, if limited to an office building.	You would point to the pens leaking ink as an example of condensation, if limited to an office building.	You would point to the vapor rising from the coffee as an example of condensation, if limited to an office building.	You would point to the sprinkler system above as an example of condensation, if limited to an office building.	0
12-367	if weather is stormy then there is a greater chance of rain . stormy weather is often paired with thunder and lightning	Following likely to be true is thunder and lightning indicate that there will be acid rain.	Following likely to be true is wind indicates a chance of rain.	Following likely to be true is fire indicates that there will be rain.	Following likely to be true is thunder and lightning indicate a great chance of rain.	3
12-368	an ecosystem contains large numbers of living organisms in a particular place . plethora means many	Ecosystems are made up of many plants and lack living animals	Ecosystems are communities with a plethora of living beings	Ecosystems only contain animals of the same species	Ecosystems are present only on certain continents	1
12-370	as the supply of food in an environment decreases , the population of animals in that environment will decrease . animal groups decline when fires destroy food in ecosystems	The more often wildfires take place on a space of land, the more often we will see animal groups in decline	The more often wildfires take place on a space of land, the more often we will see animal populations growing larger	The more often wildfires take place on a space of land, the more often we will see more birds moving in	The more often wildfires take place on a space of land, the more often we will see larger deer starting families	0
12-371	sugars are transported from the leaves to the roots of a plant . Sugars are important for a plant's diet.	During photosynthesis, plants produce sugar that may help with their Babies.	During photosynthesis, plants produce sugar that may help with their Love Handles.	During photosynthesis, plants produce sugar that may help with their Belly.	During photosynthesis, plants produce sugar that may help with their sustenance.	3
12-373	the thickness of the parts of an organism is an inherited characteristic . ancestors are family members	If a bear has thick legs fur, then her mom was very old	If a bear has thick legs fur, then his hair is blonde	If a bear has thick legs fur, then her arms are wide	If a bear has thick legs fur, then his ancestors had the same	3
12-375	raccoons eat waste . garbage cans hold waste	shooting them as they come would cause more racoons to hang out nearby.	cutting their hair at night would cause more racoons to hang out nearby.	leaving lids off garbage cans would cause more racoons to hang out nearby.	putting garbage cans inside the garage would cause more racoons to hang out nearby.	2
12-377	a compass 's needle lines up with Earth 's magnetic poles . compass needles aim towards magnetic poles	If Earth has poles that are magnetic needles will glow in the dark because of them	If Earth has poles that are magnetic needles will stab them	If Earth has poles that are magnetic some poles will be radioactive	If Earth has poles that are magnetic needles aim that way	3
12-379	crop rotation renews soil . dirt refreshed is soil renewed	If peas and carrots are planted alternately fields are useless	If peas and carrots are planted alternately dirt is refreshed	If peas and carrots are planted alternately sand is dried	If peas and carrots are planted alternately water is poisoned	1
12-380	consumers eat other organisms . a weaker bug is an organism	Consumers eat other oxygen.	Consumers eat other animal toys.	Consumers eat other rays.	Consumers eat other weaker bugs.	3
12-381	farming changes the environment . farming a yard, such as with a garden, changes that environment	A yard can become a changed environment when crows show up	A yard can become a changed environment when humans see it	A yard can become a changed environment when worms live there	A yard can become a changed environment when vegetables are farmed	3
12-382	natural gas is a source of heat by burning . heat makes a room warmer	You can produce snow by burning natural gas.	You can produce a warmer room by burning natural gas.	You can produce oxygen by burning natural gas.	You can produce water by burning natural gas.	1
12-383	break down means change from a whole into pieces . chewing breaks down food	Chewying and swallowing a steak serves it hot	Chewying and swallowing a steak breaks it down	Chewying and swallowing a steak losses energy	Chewying and swallowing a steak dies	1
12-386	new land can be formed by volcanoes erupting by lava cooling . oceans cool the hot lava to make land	The source of cooling that turns lava into land is seawater.	The source of cooling that turns lava into land is refrigerators.	The source of cooling that turns lava into land is air conditioning.	The source of cooling that turns lava into land is glaciers.	0
12-388	smoking causes direct damage to the lungs . Smoking can effect your loved ones as well.	Smoking can also effect wizards besides themselves	Smoking can also effect space besides themselves	Smoking can also effect Jonny and Susie besides themselves	Smoking can also effect unicorns besides themselves	2
12-389	wind causes erosion . Erosion can turn a statue to dust.	Erosion can Give me a hair cut	Erosion can Create a beautiful painting	Erosion can turn a statue to dust	Erosion can Clean my car windows	2
12-391	tearing means changing a whole into pieces . foil can be torn	foil is likeliest to be torn by a small child	wood is likeliest to be torn by a small child	steel is likeliest to be torn by a small child	oil is likeliest to be torn by a small child	0
12-392	decomposition increases amount of organic matter in soil . insects are garbage eating decomposers	Organic mass is gained in the earth by insect JDZ clones	Organic mass is gained in the earth by insect mushroom farmers	Organic mass is gained in the earth by insect garbage eaters	Organic mass is gained in the earth by insect trash removers	2
12-394	sound can travel through air . atmospheric air delivers sound	one's ability to hear their name being called across the room indicates the presence of gas in the stove	one's ability to hear their name being called across the room indicates the presence of water in the walls	one's ability to hear their name being called across the room indicates the presence of atmosphere in the space	one's ability to hear their name being called across the room indicates the presence of water in the ears	2
12-396	skidding causes speed to decrease . ice causes cars to skid	a clear road path could result in a person reaching their destination late.	a dry clear road could result in a person reaching their destination late.	a road full of ice could result in a person reaching their destination late.	a road without hills could result in a person reaching their destination late.	2
12-397	water is a renewable resource . droplets are moisture, or water	A resource that can be endlessly retrieved is knobs	A resource that can be endlessly retrieved is bricks	A resource that can be endlessly retrieved is panels	A resource that can be endlessly retrieved is droplets	3
12-398	a salamander eats insects . house flies are insects	To keep a pet salamander healthy live house flies would come in handy.	To keep a pet salamander healthy a dog would come in handy.	To keep a pet salamander healthy plant fertilizer would come in handy.	To keep a pet salamander healthy snakes would come in handy.	0
12-399	gravity causes orbits . gravity is an unseen force	An unseen force tugs at celestial bodies giving them shape	An unseen force tugs at celestial bodies giving them luster	An unseen force tugs at celestial bodies giving them a trajectory	An unseen force tugs at celestial bodies giving them color	2
12-400	predators eat prey . Catfish are cannibal predators.	Catfish are cannibals	Catfish are fairies	Catfish are grapes	Catfish are unicorns	0
12-401	gravitational force causes objects that have mass to be pulled down on a planet . things with strong gravity have magnitude	If a pull is strong somewhere, it likely has snakes	If a pull is strong somewhere, it likely has magnitude	If a pull is strong somewhere, it likely has water	If a pull is strong somewhere, it likely has frames	1
12-403	when a cooler object touches a warmer object , thermal conduction occurs . a tongue is a warm object and metal can be a much cooler object	A tongue can adhere to metal if condensation occurs.	A tongue can adhere to metal if self-stimulation occurs.	A tongue can adhere to metal if evaporation occurs.	A tongue can adhere to metal if conduction occurs.	3
12-404	magnetism does not require contact between objects to act . Neodymium is an earth magnet	Neodymium can hold a car without being in it's proximity	Neodymium can hold a car without being in it's relocation services	Neodymium can hold a car without being in it's talking	Neodymium can hold a car without being in it's seeing each other	0
12-405	the mantle is a layer of the Earth . silicate rocky shell is what the mantle of earth is comprised of	A portion of the earth, and other planets is a layer which is composed of large limestone bunkers	A portion of the earth, and other planets is a layer which is composed of thick stone piles	A portion of the earth, and other planets is a layer which is composed of mostly solid clay	A portion of the earth, and other planets is a layer which is composed of silicate rocky shell	3
12-406	cutting down trees in a forest causes the number of trees to decrease in that forest . 	If we cut down trees from the rainforest Buildings will suffer more.	If we cut down trees from the rainforest Cars will suffer more.	If we cut down trees from the rainforest Space will suffer more.	If we cut down trees from the rainforest Cats will suffer more.	3
12-407	as the number of eggs laid by an animal increases , the number of eggs that hatch will increase . hatching eggs is producing young	If a duck lays seven eggs and last year they laid zero eggs, this year they are male	If a duck lays seven eggs and last year they laid zero eggs, this year they are increasing young	If a duck lays seven eggs and last year they laid zero eggs, this year they are producing zero	If a duck lays seven eggs and last year they laid zero eggs, this year they are producing live young	1
12-408	a stem is a source of support for a plant . the trunk is a tree's stem	The tree trunk is what holds up the sky	The tree trunk is what holds up the roots	The tree trunk is what holds up the sky	The tree trunk is what holds up the leaves	3
12-411	planting trees has a positive impact on an ecosystem . a positive adjustment is a positive impact	If an oak seed is placed in a compost pile in a garden, the garden's ecosystem will be negatively disrupted forever	If an oak seed is placed in a compost pile in a garden, the garden's ecosystem will be made much worse	If an oak seed is placed in a compost pile in a garden, the garden's ecosystem will be altered in damaging ways	If an oak seed is placed in a compost pile in a garden, the garden's ecosystem will adjust in positive ways	3
12-412	humans changing animal habitats usually causes harm to those animals . building in a habitat harms animals	A person can bring harm to an animal habitat by avoiding it	A person can bring harm to an animal habitat by leaving it alone	A person can bring harm to an animal habitat by building in it	A person can bring harm to an animal habitat by ignoring it	2
12-415	if an object is kicked then force is exerted on that object . kickball requires using force on an object by kicking	A foot uses force on spheres in baseball	A foot uses force on spheres in kickball	A foot uses force on spheres in golf	A foot uses force on spheres in hockey	1
12-416	landfills have a negative impact on the environment . reusing things that would normally go to a landfill is positive for the environment	A positive impact on the bio environment is dumping toxic waste in rivers.	A positive impact on the bio environment is contaminating the ground with poison.	A positive impact on the bio environment is building cars in large numbers.	A positive impact on the bio environment is making sure trash is reused for new reasons.	3
12-417	classifying is when one sorts something by type . designating is the core principal of classification	Classes and categories are both part of distraction	Classes and categories are both part of confusion	Classes and categories are both part of control	Classes and categories are both part of designating	3
12-418	if an object undergoes chemical change then that object will have new chemical properties . lemon is a citrus, which is acidic	If a thing changes through a chemical process, it will have different and new chemical properties, such as adding cats to a home	If a thing changes through a chemical process, it will have different and new chemical properties, such as adding cream to tile	If a thing changes through a chemical process, it will have different and new chemical properties, such as adding lemon juice to milk	If a thing changes through a chemical process, it will have different and new chemical properties, such as adding salt to sand	2
12-419	water vapor cooling causes that water vapor to condense . thicken and condense are the same	If steam chills then the vapor will burn	If steam chills then the vapor will melt	If steam chills then the vapor will boil	If steam chills then the vapor will thicken	3
12-421	one day is equal to 24 hours . 24 is most of 30	If a day has passed, so has most of a month	If a day has passed, so has most of thirty hours	If a day has passed, so has most of a week	If a day has passed, so has most of a year	1
12-422	DNA is a vehicle for passing inherited characteristics from parent to offspring . nose shape is an inherited feature	A child will share a physical trait such as this with parents due to DNA hair length	A child will share a physical trait such as this with parents due to DNA vacation days	A child will share a physical trait such as this with parents due to DNA nose shape	A child will share a physical trait such as this with parents due to DNA pet preference	2
12-425	if a habitat is removed then that habitat is destroyed . birds live in nests	A bird builds a nest in a tree before the forest was lumbered down. the bird gets a bigger home is a result.	A bird builds a nest in a tree before the forest was lumbered down. the bird gains more space is a result.	A bird builds a nest in a tree before the forest was lumbered down. the bird loses its home is a result.	A bird builds a nest in a tree before the forest was lumbered down. the bird is happy is a result.	2
12-426	electrical devices convert electricity into other forms of energy . televisions get hot over time	If a television stayed on for a prolonged period, it will produce hydroponic energy.	If a television stayed on for a prolonged period, it will produce warmth.	If a television stayed on for a prolonged period, it will produce kinetic energy.	If a television stayed on for a prolonged period, it will produce hydro energy.	1
12-428	summer is when a hemisphere is tilted towards the sun . earth's axis determines where a hot summer is	If an island is experiencing a hot summer it is because of the water	If an island is experiencing a hot summer it is because of the axis	If an island is experiencing a hot summer it is because of the shade	If an island is experiencing a hot summer it is because of glaciers	1
12-429	fat is used to keep animals warm . Too much fat would be unhealthy	This keeps animals warm but it is possible to have too much comfort	This keeps animals warm but it is possible to have too much body fat	This keeps animals warm but it is possible to have too much shelter	This keeps animals warm but it is possible to have too much protection	1
12-432	living things all require energy for survival . wolves eat rabbits to get energy to survive	A wolf eats rabbits to show rabbits they should stay away.	A wolf eats rabbits to get the energy it needs to survive.	A wolf eats rabbits because it hates rabbits.	A wolf eats rabbits to show other wolves it is strong.	1
12-433	a seed is used for storing food for a new plant . a peach pit is a seed	A peach pit holds the beginning nutrients	A peach pit holds the beginning high school students	A peach pit holds the beginning water	A peach pit holds the beginning pocket change	0
12-434	a windmill converts wind energy into electricity . Wind Energy is re-useable.	Wind energy is unreal	Wind energy is careless	Wind energy is re-useable	Wind energy is noneffective	2
12-435	sand dunes are made of sand . sand is composed of silica	The mounds at the beach are made of heavily buttered bagels	The mounds at the beach are made of sauteed mushrooms	The mounds at the beach are made of silica	The mounds at the beach are made of high school students	2
12-437	a light bulb converts electrical energy into light energy when it is turned on . An example of electrical energy is audio speakers.	An example of electrical energy is air	An example of electrical energy is audio speakers	An example of electrical energy is candles	An example of electrical energy is grass	1
12-438	when a hurricane moves over land , that hurricane will decrease in strength . a continent is a large mass of land	When a hurricane glides over a continent it runs for president	When a hurricane glides over a continent it becomes an earthquake	When a hurricane glides over a continent it increases in strength	When a hurricane glides over a continent it decreases in strength	3
